ENSG00000197312.12	2529	1272	1257
ENSG00000215695.1	0	0	0
ENSG00000271742.1	4	2	2
ENSG00000116786.13	2636	1436	1484
ENSG00000237938.5	142	219	207
ENSG00000162461.8	46	27	28
ENSG00000224459.1	1	6	4
ENSG00000162460.7	1	1	0
ENSG00000162458.13	120	65	55
ENSG00000224321.1	5	4	1
ENSG00000233954.6	145	77	68
ENSG00000178715.8	37	23	15
ENSG00000179743.4	123	119	131
ENSG00000065526.12	12994	6285	6838
ENSG00000270620.1	11	3	8
ENSG00000116809.12	1112	551	561
ENSG00000234607.2	43	22	21
ENSG00000231353.1	0	0	0
ENSG00000275503.1	0	0	0
ENSG00000224966.4	0	0	0
ENSG00000183888.4	0	0	0
ENSG00000233078.1	0	0	0
ENSG00000173641.18	0	0	0
ENSG00000186510.12	4	1	3
ENSG00000232456.1	0	0	0
ENSG00000184908.18	3	3	0
ENSG00000185519.9	1	2	0
ENSG00000142627.13	18	9	10
ENSG00000227959.1	1	0	1
ENSG00000224621.1	0	0	0
ENSG00000234166.1	0	15	15
ENSG00000142632.17	382	213	199
ENSG00000237276.8	53	28	25
ENSG00000288398.1	201	106	95
ENSG00000132881.12	117	49	68
ENSG00000233929.1	31	12	19
ENSG00000037637.11	2815	1372	1443
ENSG00000055070.17	2674	2135	2110
ENSG00000226457.1	44	26	20
ENSG00000187144.11	53	800	824
ENSG00000157191.20	1364	691	676
ENSG00000226029.1	185	157	139
ENSG00000080947.15	519	306	328
ENSG00000206652.1	0	0	0
ENSG00000261135.1	0	0	0
ENSG00000285853.1	0	0	0
ENSG00000224174.2	0	0	0
ENSG00000233421.4	5	4	1
ENSG00000277344.1	0	0	0
ENSG00000225710.1	0	0	0
ENSG00000219481.10	961	483	478
ENSG00000271732.1	4	3	1
ENSG00000215908.10	1980	972	1023
ENSG00000283773.1	0	0	0
ENSG00000186301.8	31	13	18
ENSG00000282143.1	0	0	0
ENSG00000207513.1	0	0	0
ENSG00000280114.1	10	7	4
ENSG00000236698.1	20	14	6
ENSG00000268869.6	32	18	14
ENSG00000279151.1	0	0	0
ENSG00000282740.1	0	0	0
ENSG00000058453.17	877	443	450
ENSG00000227684.2	1	0	1
ENSG00000207389.1	0	0	0
ENSG00000186715.11	1	0	1
ENSG00000223643.6	1	0	1
ENSG00000230239.1	1	0	1
ENSG00000263811.1	0	0	0
ENSG00000228549.4	3	1	2
ENSG00000277234.1	0	0	0
ENSG00000238142.2	7	15	16
ENSG00000235241.1	0	12	12
ENSG00000207005.1	2	1	1
ENSG00000272426.1	2	2	0
ENSG00000117122.14	13	8	12
ENSG00000286898.1	0	4	3
ENSG00000226526.1	4	62	49
ENSG00000159363.19	1246	639	673
ENSG00000288636.1	0	0	0
ENSG00000117118.10	1107	547	560
ENSG00000117115.13	1454	730	724
ENSG00000204362.6	0	0	0
ENSG00000282843.1	0	0	0
ENSG00000142623.11	1	1	0
ENSG00000142619.4	3	2	1
ENSG00000266634.1	0	0	0
ENSG00000159339.13	4454	2170	2285
ENSG00000276747.1	2	1	1
ENSG00000227751.1	0	369	351
ENSG00000179051.14	6653	3698	3675
ENSG00000074964.17	172	84	88
ENSG00000236648.2	0	0	0
ENSG00000117148.8	7	5	2
ENSG00000284653.1	0	0	0
ENSG00000261781.1	0	0	0
ENSG00000117154.12	7	3	4
ENSG00000280222.1	0	0	0
ENSG00000230035.2	1	0	1
ENSG00000225387.1	0	0	0
ENSG00000179023.8	0	0	0
ENSG00000235282.3	0	0	0
ENSG00000225478.2	0	0	0
ENSG00000009709.12	0	0	0
ENSG00000179002.5	0	0	0
ENSG00000159423.17	523	259	264
ENSG00000265606.1	0	0	0
ENSG00000221662.1	0	0	0
ENSG00000169991.11	1287	655	632
ENSG00000272084.1	51	31	20
ENSG00000127481.15	19246	9535	9712
ENSG00000230424.1	19	111	106
ENSG00000127463.15	3203	1691	1710
ENSG00000053372.5	857	444	413
ENSG00000286064.1	29	16	13
ENSG00000211454.15	49	26	23
ENSG00000162482.5	38	16	22
ENSG00000270728.1	108	57	51
ENSG00000053371.12	857	439	418
ENSG00000200403.1	35	19	16
ENSG00000040487.13	632	300	332
ENSG00000077549.19	7710	3823	3936
ENSG00000240490.3	13	6	7
ENSG00000173436.15	295	184	160
ENSG00000201609.1	1	1	0
ENSG00000235185.1	1	1	0
ENSG00000158747.15	440	212	228
ENSG00000270136.6	0	0	0
ENSG00000226396.1	143	80	63
ENSG00000158748.4	65	34	32
ENSG00000162542.13	901	445	456
ENSG00000178828.7	0	0	0
ENSG00000235434.1	0	0	0
ENSG00000169914.6	1044	504	541
ENSG00000188784.4	0	0	0
ENSG00000242688.3	0	0	0
ENSG00000188257.12	3	2	1
ENSG00000127472.11	3	0	3
ENSG00000117215.15	20	12	8
ENSG00000158786.5	4	3	1
ENSG00000227066.2	2	2	0
ENSG00000187980.7	2	1	1
ENSG00000162543.6	37	17	20
ENSG00000228105.2	0	0	0
ENSG00000284710.1	0	0	0
ENSG00000158816.15	12	8	4
ENSG00000226664.1	0	0	0
ENSG00000236963.7	2	0	2
ENSG00000226487.1	0	0	0
ENSG00000284641.1	0	0	0
ENSG00000284743.1	0	0	0
ENSG00000162545.6	15	6	9
ENSG00000090432.7	484	217	267
ENSG00000215520.3	2	0	2
ENSG00000183114.8	1	1	0
ENSG00000158825.6	52	25	27
ENSG00000158828.8	244	405	415
ENSG00000284005.1	0	0	0
ENSG00000117242.7	130	359	347
ENSG00000244038.11	5949	2943	3007
ENSG00000117245.13	2	1	1
ENSG00000235432.1	1	1	0
ENSG00000189410.12	12	6	7
ENSG00000233069.1	1	2	0
ENSG00000127483.19	7103	3490	3613
ENSG00000075151.21	4512	2202	2310
ENSG00000251914.1	0	0	0
ENSG00000221808.1	12	6	6
ENSG00000233072.1	33	18	15
ENSG00000236073.2	12	5	7
ENSG00000235112.1	117	58	59
ENSG00000287192.1	4	1	3
ENSG00000117298.16	1109	561	560
ENSG00000236936.1	13	6	7
ENSG00000231105.2	44	27	29
ENSG00000236216.5	1	1	0
ENSG00000228823.1	0	0	0
ENSG00000236009.1	0	0	0
ENSG00000227001.3	28	12	16
ENSG00000187952.9	23	8	15
ENSG00000186543.7	0	0	0
ENSG00000142794.19	732	375	368
ENSG00000176378.8	0	6	5
ENSG00000162551.14	643	311	332
ENSG00000233431.1	2	2	0
ENSG00000076864.19	126	68	58
ENSG00000090686.16	5868	2991	2877
ENSG00000231978.2	9	7	2
ENSG00000187942.12	26	233	229
ENSG00000142798.20	4135	2267	2305
ENSG00000232037.3	15	9	6
ENSG00000283234.1	1	0	1
ENSG00000219073.8	1	1	0
ENSG00000285959.1	0	0	0
ENSG00000273610.1	0	0	0
ENSG00000201919.1	0	0	0
ENSG00000142789.20	0	0	0
ENSG00000278124.1	0	0	0
ENSG00000201273.1	0	0	0
ENSG00000228397.3	2	16	16
ENSG00000218510.8	134	132	120
ENSG00000070831.17	6522	3280	3250
ENSG00000285752.1	40	159	186
ENSG00000285794.1	0	0	0
ENSG00000230068.2	160	86	74
ENSG00000271428.1	163	77	86
ENSG00000162552.15	65	29	37
ENSG00000285873.1	6	2	5
ENSG00000266564.1	0	0	0
ENSG00000234397.3	0	0	0
ENSG00000279625.1	0	0	0
ENSG00000184677.18	3843	1923	1920
ENSG00000237200.1	50	29	21
ENSG00000070886.12	1	0	1
ENSG00000276835.2	0	0	0
ENSG00000173372.17	393	198	195
ENSG00000159189.12	371	171	200
ENSG00000173369.17	501	221	280
ENSG00000133216.17	300	147	173
ENSG00000265422.1	0	0	0
ENSG00000225952.1	7	3	4
ENSG00000264014.1	0	10	10
ENSG00000215906.8	0	2	0
ENSG00000227868.6	3	0	3
ENSG00000004487.17	3474	1729	1746
ENSG00000240553.1	13	6	7
ENSG00000263793.1	3	1	2
ENSG00000266802.1	6	2	4
ENSG00000169641.13	3361	1693	1669
ENSG00000229010.1	107	53	54
ENSG00000206935.1	15	8	7
ENSG00000252578.1	20	9	11
ENSG00000179546.4	0	0	0
ENSG00000215381.3	2	1	1
ENSG00000261326.4	199	97	102
ENSG00000284726.1	22	10	12
ENSG00000125944.21	5427	2814	2614
ENSG00000125945.15	357	197	188
ENSG00000249087.7	26	20	33
ENSG00000201405.1	0	0	0
ENSG00000271420.1	2	0	2
ENSG00000204219.11	67	34	33
ENSG00000232482.2	1	0	1
ENSG00000088280.19	72	45	27
ENSG00000007968.7	1075	506	570
ENSG00000235052.1	2	1	1
ENSG00000117318.9	64	35	29
ENSG00000285802.1	0	0	0
ENSG00000197880.9	19	8	11
ENSG00000229239.2	4	1	3
ENSG00000142676.14	18010	9138	8876
ENSG00000236810.6	77	199	173
ENSG00000011007.12	1249	768	776
ENSG00000057757.10	1045	543	502
ENSG00000011009.11	936	440	496
ENSG00000117308.15	165	84	81
ENSG00000117305.15	799	407	392
ENSG00000179163.12	358	178	180
ENSG00000188822.8	206	98	108
ENSG00000229106.1	29	18	11
ENSG00000232557.3	5	3	2
ENSG00000264926.1	0	0	0
ENSG00000230228.2	5	2	3
ENSG00000189266.13	2444	1237	1209
ENSG00000188529.15	8068	4153	3917
ENSG00000215905.4	0	0	0
ENSG00000225315.2	0	0	0
ENSG00000142661.19	0	0	0
ENSG00000230703.1	0	0	0
ENSG00000142677.4	1	1	1
ENSG00000185436.12	58	26	32
ENSG00000230023.2	0	0	0
ENSG00000232298.2	0	0	0
ENSG00000158055.16	2	2	0
ENSG00000001460.18	145	123	92
ENSG00000001461.17	2012	1024	1058
ENSG00000286061.1	7	38	33
ENSG00000117602.13	741	450	471
ENSG00000264443.1	1	59	57
ENSG00000184454.7	4	3	2
ENSG00000227312.2	2	1	1
ENSG00000239106.1	0	0	0
ENSG00000133226.17	7910	3782	4129
ENSG00000284699.1	2	0	2
ENSG00000169504.15	2448	1208	1240
ENSG00000238482.1	9	3	6
ENSG00000020633.19	4207	2055	2152
