"gene","GTExN7MScountsPUBLISHED","GTExNFK9countsPUBLISHED","GTExO5YTcountsPUBLISHED","GDC2821countsPUBLISHED","GDC2828countsPUBLISHED","GDC2839countsPUBLISHED","padj","symbol","rank","rank_change"
"ENSG00000115266",18,17,31,494,361,207,9.83727351481173e-07,"APC2",1479,13882
"ENSG00000186577",309,397,792,171,189,217,9.87820317024632e-07,"SMIM29",1480,-750
"ENSG00000240322",1,0,0,249,83,105,9.87820317024632e-07,"RN7SL481P",1481,3018
"ENSG00000205930",4,3,22,450,147,416,9.88256432978678e-07,"C21orf62-AS1",1482,430
"ENSG00000250659",2,0,0,176,640,90,9.88820428818752e-07,"AP001363.1",1483,411
"ENSG00000167377",58,104,178,38,26,25,9.89307092047944e-07,"ZNF23",1484,6559
"ENSG00000242893",0,0,0,63,169,59,9.89307092047944e-07,"RN7SL413P",1485,119
"ENSG00000271996",0,0,0,78,53,122,9.89829677966022e-07,"AC019080.4",1486,1079
"ENSG00000166483",99,107,93,1333,2399,1605,9.90608725207212e-07,"WEE1",1487,47
"ENSG00000171865",91,100,157,981,1098,1111,9.96766699562112e-07,"RNASEH1",1488,11371
"ENSG00000137801",10426,12590,20793,2722,242,520,9.97862855988261e-07,"THBS1",1489,-339
"ENSG00000043591",2,2,2,57,195,216,1.00386405546169e-06,"ADRB1",1490,407
"ENSG00000277610",0,0,0,140,51,72,1.00726882640885e-06,"RNVU1-4",1491,1101
"ENSG00000176349",3,0,0,157,168,113,1.00942498638839e-06,"AC104129.1",1492,104
"ENSG00000185507",2061,1562,7434,784,995,518,1.00942498638839e-06,"IRF7",1493,-618
"ENSG00000230358",1,2,0,108,104,142,1.01311502332855e-06,"SPDYE21",1494,3150
"ENSG00000236986",0,2,0,102,157,215,1.01592893549421e-06,"AL157938.2",1495,-47
"ENSG00000272034",0,0,0,69,66,80,1.01592893549421e-06,"SNORD14A",1496,20725
"ENSG00000232915",0,0,0,61,92,69,1.0186223768277e-06,"RNF14P1",1497,120
"ENSG00000267503",0,0,0,44,114,114,1.0186223768277e-06,"AP005131.3",1498,112
"ENSG00000234911",1,0,0,93,111,146,1.0212509860682e-06,"TEX21P",1499,5981
"ENSG00000115760",1496,1392,2574,15229,13366,13018,1.02180458902543e-06,"BIRC6",1500,-685
"ENSG00000260563",330,261,2816,93,82,106,1.02180458902543e-06,"AC132872.1",1501,-704
"ENSG00000265817",1,3,0,157,119,109,1.02180458902543e-06,"FSBP",1502,1669
"ENSG00000182324",4,2,6,304,67,224,1.02187927993968e-06,"KCNJ14",1503,857
"ENSG00000005801",66,204,195,2772,2518,3459,1.02981969006081e-06,"ZNF195",1504,-820
"ENSG00000240729",0,0,0,51,116,81,1.03615773957203e-06,"AC146507.2",1505,2563
"ENSG00000130598",713,203,470,15,76,46,1.04269295792959e-06,"TNNI2",1506,-957
"ENSG00000243811",362,474,120,51,18,33,1.04476235233856e-06,"APOBEC3D",1507,34987
"ENSG00000256176",0,0,0,95,45,128,1.04476235233856e-06,"AC024940.3",1508,1993
"ENSG00000225778",2,2,0,66,354,253,1.04625867013016e-06,"PROSER2-AS1",1509,105
"ENSG00000111276",2771,2415,8608,575,1437,712,1.05234232823926e-06,"CDKN1B",1510,-471
"ENSG00000197019",322,354,1733,98,75,162,1.05422508438392e-06,"SERTAD1",1511,-534
"ENSG00000266094",9911,5637,15432,2745,4265,2276,1.06310481645007e-06,"RASSF5",1512,-515
"ENSG00000079134",198,171,231,2096,2109,2508,1.06706685793896e-06,"THOC1",1513,2474
"ENSG00000140368",3642,3964,13005,2093,1858,898,1.06706685793896e-06,"PSTPIP1",1514,-894
"ENSG00000204424",99,66,47,5,1,9,1.06706685793896e-06,"LY6G6F",1515,20907
"ENSG00000269335",298,309,1060,165,168,98,1.06706685793896e-06,"IKBKG",1516,-749
"ENSG00000249751",13,104,63,1,0,1,1.073131904429e-06,"ECSCR",1517,26190
"ENSG00000159884",119,113,53,16,7,13,1.08120158643406e-06,"CCDC107",1518,609
"ENSG00000132823",1850,2056,7401,1254,890,710,1.0936022822324e-06,"OSER1",1519,-561
"ENSG00000136104",318,460,304,7767,5614,6052,1.0936022822324e-06,"RNASEH2B",1520,1426
"ENSG00000101470",864,219,72,11,12,31,1.09992813073534e-06,"TNNC2",1521,-970
"ENSG00000142102",15230,7391,18910,3039,481,534,1.11110583677516e-06,"PGGHG",1522,-657
"ENSG00000226648",10,5,2,295,244,237,1.11119235730966e-06,"PLCG1-AS1",1523,23881
"ENSG00000226469",0,0,0,64,102,60,1.12831797839724e-06,"ADAM1B",1524,1145
"ENSG00000262402",0,0,0,60,83,72,1.12855827042872e-06,"MCUR1P1",1525,1170
"ENSG00000115112",88,36,66,3,11,3,1.13499751861577e-06,"TFCP2L1",1526,-638
"ENSG00000143228",18,27,54,389,699,378,1.13655927145109e-06,"NUF2",1527,-477
"ENSG00000239827",2,6,0,210,227,303,1.13655927145109e-06,"SUGT1P3",1528,-776
"ENSG00000253451",0,0,0,159,613,17,1.13655927145109e-06,"IGLV2-28",1529,1170
"ENSG00000226758",1,0,2,86,130,100,1.13808728554953e-06,"DISC1-IT1",1530,377
"ENSG00000100299",2316,1626,4710,406,1034,446,1.1432079633808e-06,"ARSA",1531,-954
"ENSG00000266126",4,0,7,138,219,121,1.1509752075233e-06,"AC005730.3",1532,742
"ENSG00000279106",5,3,3,128,333,109,1.1509752075233e-06,"AC009093.7",1533,131
"ENSG00000065328",38,16,28,557,881,436,1.15317762236839e-06,"MCM10",1534,-564
"ENSG00000234619",0,0,3,135,95,119,1.16148259594058e-06,"RPL7P11",1535,221
"ENSG00000272669",254,130,1029,69,76,38,1.16361399421866e-06,"AL021707.6",1536,-428
"ENSG00000277035",0,0,0,80,72,58,1.16365318896472e-06,"AC096552.1",1537,149
"ENSG00000166265",28,74,330,14,4,2,1.17777495851269e-06,"CYYR1",1538,-485
"ENSG00000250698",2,0,0,97,171,181,1.17777495851269e-06,"AC131182.1",1539,-180
"ENSG00000170043",1903,2699,13464,982,926,916,1.18178496425624e-06,"TRAPPC1",1540,1142
"ENSG00000121680",584,847,1279,435,417,322,1.2021656105882e-06,"PEX16",1541,-869
"ENSG00000065060",290,174,321,3214,2798,2904,1.2115894783197e-06,"UHRF1BP1",1542,-962
"ENSG00000247596",1396,2739,15812,787,518,705,1.2158772871833e-06,"TWF2",1543,1947
"ENSG00000206567",10,12,38,334,230,315,1.22015889764784e-06,"AC022007.1",1544,3791
"ENSG00000100055",7278,9762,37951,2062,3754,3792,1.22024594431942e-06,"CYTH4",1545,-876
"ENSG00000213726",2,0,0,298,69,276,1.22024594431942e-06,"RPS2P52",1546,376
"ENSG00000175193",352,639,1307,210,276,202,1.22360758031259e-06,"PARL",1547,22139
"ENSG00000175463",3973,6242,7565,2512,984,1377,1.22360758031259e-06,"TBC1D10C",1548,-960
"ENSG00000187116",3530,10877,129080,186,988,7,1.22360758031259e-06,"LILRA5",1549,-446
"ENSG00000100417",248,345,735,99,144,46,1.23204807406574e-06,"PMM1",1550,29
"ENSG00000110448",4472,1908,843,365,136,70,1.25342850498262e-06,"CD5",1551,-504
"ENSG00000165949",81,180,467,56,18,22,1.25825975709989e-06,"IFI27",1552,-793
"ENSG00000175893",119,100,74,2371,1504,2564,1.26915407355746e-06,"ZDHHC21",1553,-990
"ENSG00000238197",29,16,102,745,783,860,1.26915407355746e-06,"PAXBP1-AS1",1554,3255
"ENSG00000158578",50818,80905,7131,1695,14,813,1.27963484315324e-06,"ALAS2",1555,-492
"ENSG00000068903",2478,1946,5596,1091,1513,1155,1.29070315286271e-06,"SIRT2",1556,-958
"ENSG00000271161",0,0,0,65,69,71,1.30071523802359e-06,"BOLA2P2",1557,1233
"ENSG00000108309",1782,1628,481,114,8,5,1.30164914871053e-06,"RUNDC3A",1558,-572
"ENSG00000259642",163,159,580,88,86,70,1.30722034730353e-06,"ST20-AS1",1559,1310
"ENSG00000214029",58,41,30,1384,729,1209,1.31063734735819e-06,"ZNF891",1560,-1091
"ENSG00000225218",0,0,0,120,46,78,1.3159535849178e-06,"AP001628.1",1561,7910
"ENSG00000011422",17158,4063,5886,1290,1434,813,1.31943855099481e-06,"PLAUR",1562,-580
"ENSG00000230022",0,0,0,59,72,79,1.32168922442256e-06,"FNTAP2",1563,132
"ENSG00000248092",56,43,69,573,779,613,1.32168922442256e-06,"NNT-AS1",1564,-528
"ENSG00000188738",2,1,0,251,60,229,1.32597978315465e-06,"FSIP2",1565,268
"ENSG00000173214",141,59,36,2679,3410,3767,1.32846325130077e-06,"MFSD4B",1566,6
"ENSG00000214243",0,0,0,50,101,79,1.33210461106598e-06,"AC004980.2",1567,140
"ENSG00000260943",12,40,355,0,2,0,1.33210461106598e-06,"LINC02555",1568,-662
"ENSG00000176834",20,36,36,403,476,409,1.33452355965942e-06,"VSIG10",1569,-418
"ENSG00000161048",67,51,175,1032,946,974,1.34025223909477e-06,"NAPEPLD",1570,-616
"ENSG00000172757",29817,26541,118573,10019,16760,9102,1.35183232039725e-06,"CFL1",1571,576
"ENSG00000213963",26,6,8,629,426,783,1.35383105356665e-06,"AC019080.1",1572,-249
"ENSG00000146094",7318,13237,71532,4044,4031,2979,1.35403315268429e-06,"DOK3",1573,-533
"ENSG00000272589",25,18,70,1,0,0,1.36284744600677e-06,"ZSWIM8-AS1",1574,37218
"ENSG00000248671",0,0,0,56,73,85,1.37057573767473e-06,"ALG1L9P",1575,8542
"ENSG00000262339",2,2,3,100,74,135,1.38286814007532e-06,"AC130371.1",1576,2795
"ENSG00000233077",12,14,76,0,0,0,1.3841150145984e-06,"LINC01271",1577,2633
"ENSG00000233436",6,0,0,343,270,423,1.38560515414081e-06,"BTBD18",1578,-482
"ENSG00000217488",0,0,0,65,55,129,1.38923551046524e-06,"AL356057.1",1579,124
"ENSG00000228703",124,20,10,0,0,0,1.38950356828884e-06,"AL355310.2",1580,NA
"ENSG00000101474",5799,6588,45922,3038,1906,1972,1.39666837327833e-06,"APMAP",1581,-466
"ENSG00000279620",4,0,0,170,159,235,1.40541190024599e-06,"AC099494.3",1582,-406
"ENSG00000240682",652,1202,4200,393,355,408,1.40873824170997e-06,"ISY1",1583,5083
"ENSG00000165626",63,72,109,15,3,1,1.41061083122194e-06,"BEND7",1584,-452
"ENSG00000172244",12,6,22,197,200,214,1.41061083122194e-06,"C5orf34",1585,-204
"ENSG00000212743",171,92,417,38,56,18,1.41061083122194e-06,"LINC02656",1586,-614
"ENSG00000173762",8652,3366,2147,398,157,698,1.42633470320597e-06,"CD7",1587,-627
"ENSG00000184194",4,1,10,534,36,2277,1.42633470320597e-06,"GPR173",1588,1515
"ENSG00000204832",0,1,0,29,254,639,1.43591732501734e-06,"ST8SIA6-AS1",1589,3946
"ENSG00000106330",366,341,1455,162,130,192,1.4367091411873e-06,"MOSPD3",1590,-642
"ENSG00000109103",2232,1516,5994,512,1031,386,1.43706519127327e-06,"UNC119",1591,-567
"ENSG00000259692",0,0,0,238,8,830,1.43825607075032e-06,"AC104041.1",1592,1015
"ENSG00000267694",0,0,0,50,79,98,1.4426121626348e-06,"AP005131.5",1593,128
"ENSG00000261269",14,8,198,0,0,0,1.44642779026679e-06,"AC093278.2",1594,NA
"ENSG00000113088",274,379,120,33,6,2,1.45692411818747e-06,"GZMK",1595,1006
"ENSG00000225017",0,0,0,71,60,71,1.46422022636126e-06,"AP004289.1",1596,1747
"ENSG00000229622",3,2,0,106,141,187,1.46579264858744e-06,"MTND5P2",1597,14
"ENSG00000220323",2,0,0,75,208,445,1.4663247684561e-06,"H2BC19P",1598,42265
"ENSG00000169230",547,1644,4220,351,417,197,1.47302018641127e-06,"PRELID1",1599,97
"ENSG00000130706",1021,1493,2596,482,338,688,1.48006973792894e-06,"ADRM1",1600,2256
"ENSG00000228955",0,0,0,76,47,130,1.48266459766644e-06,"AL591623.2",1601,2101
"ENSG00000237328",0,0,0,54,67,111,1.48821148612448e-06,"RAI1-AS1",1602,115
"ENSG00000217231",0,0,0,90,65,54,1.48867711026868e-06,"AL109755.1",1603,146
"ENSG00000197852",984,2300,13931,197,500,499,1.50276479734237e-06,"INKA2",1604,-458
"ENSG00000224101",0,0,0,66,51,168,1.51019546431994e-06,"ELMO1-AS1",1605,2059
"ENSG00000182158",545,472,573,6836,5474,5689,1.53023993443986e-06,"CREB3L2",1606,-798
"ENSG00000240233",6,0,8,150,194,221,1.53334267000459e-06,"RN7SL587P",1607,1471
"ENSG00000176101",666,788,2100,507,403,425,1.54246465027809e-06,"SSNA1",1608,-760
"ENSG00000168255",501,256,635,173,130,76,1.55362149667483e-06,"POLR2J3",1609,10548
"ENSG00000151693",11,7,14,96,705,1159,1.5598601683411e-06,"ASAP2",1610,1061
"ENSG00000162885",33,10,19,738,982,344,1.56708713568594e-06,"B3GALNT2",1611,3094
"ENSG00000133105",0,2,9,58,1403,444,1.57333558545687e-06,"RXFP2",1612,805
"ENSG00000231104",0,0,0,85,53,69,1.57427921528064e-06,"AC022395.1",1613,152
"ENSG00000023516",312,455,587,4653,4712,3650,1.58130887522061e-06,"AKAP11",1614,-658
"ENSG00000077935",2,1,0,126,154,78,1.58828280276529e-06,"SMC1B",1615,4496
"ENSG00000125780",140,24,7,0,0,0,1.59173473544185e-06,"TGM3",1616,NA
"ENSG00000175467",3428,2208,7472,1780,1624,1468,1.59884890794012e-06,"SART1",1617,-641
"ENSG00000144426",52,11,53,837,988,828,1.60357036128702e-06,"NBEAL1",1618,292
"ENSG00000102870",99,82,169,1014,1048,1364,1.61047316204421e-06,"ZNF629",1619,-807
"ENSG00000184182",1229,1280,6327,595,441,625,1.6308479499717e-06,"UBE2F",1620,6806
"ENSG00000106462",189,100,269,1909,2348,1981,1.63480552061868e-06,"EZH2",1621,120
"ENSG00000158715",61,35,34,1197,721,2268,1.63480552061868e-06,"SLC45A3",1622,-642
"ENSG00000250733",0,0,0,74,58,67,1.63480552061868e-06,"C8orf17",1623,161
"ENSG00000120784",18,29,32,463,280,429,1.64111027278582e-06,"ZFP30",1624,-389
"ENSG00000280355",2,0,1,91,93,163,1.66274739035967e-06,"AL132656.4",1625,183
"ENSG00000205238",8,4,3,213,164,140,1.66415716226406e-06,"SPDYE2",1626,14897
"ENSG00000196605",32,42,49,417,712,587,1.67094662552454e-06,"ZNF846",1627,43
"ENSG00000138758",377,476,487,5310,4595,5520,1.68144302884406e-06,"SEPTIN11",1628,-692
"ENSG00000239382",193,218,394,102,92,127,1.69027785348487e-06,"ALKBH6",1629,15415
"ENSG00000144668",20,117,86,3165,2029,1730,1.69273357440511e-06,"ITGA9",1630,-599
"ENSG00000201544",0,0,0,73,99,47,1.69273357440511e-06,"SNORA16B",1631,8280
"ENSG00000207650",0,0,0,131,96,36,1.69339720774364e-06,"MIR570",1632,6269
"ENSG00000173542",156,256,169,2858,4355,3517,1.69899175860958e-06,"MOB1B",1633,-882
"ENSG00000204209",1866,2111,4932,1459,1317,1327,1.69899175860958e-06,"DAXX",1634,172
"ENSG00000143498",13,12,43,290,280,370,1.70146364186451e-06,"TAF1A",1635,-26
"ENSG00000264270",1,0,0,81,120,117,1.71202359698816e-06,"AC087749.1",1636,732
"ENSG00000142089",9165,6497,30128,1991,712,112,1.72346407642365e-06,"IFITM3",1637,-481
"ENSG00000184261",4,4,3,347,70,199,1.72642461383781e-06,"KCNK12",1638,860
"ENSG00000267365",9,55,151,3,0,1,1.7336999179098e-06,"KCNJ2-AS1",1639,42
"ENSG00000106089",216,84,250,33,27,51,1.73995147852437e-06,"STX1A",1640,-847
"ENSG00000258891",0,0,2,86,139,204,1.74488692611079e-06,"AC005480.1",1641,-114
"ENSG00000181322",1,0,7,135,110,236,1.74511858121867e-06,"NME9",1642,3911
"ENSG00000265204",0,0,0,55,66,88,1.74511858121867e-06,"AC090772.2",1643,1228
"ENSG00000268433",50,81,23,0,2,0,1.74511858121867e-06,"MTDHP3",1644,-503
"ENSG00000169255",18,20,58,690,301,1027,1.74653309586368e-06,"B3GALNT1",1645,289
"ENSG00000237738",1,0,4,90,117,94,1.74815453033961e-06,"RNF216-IT1",1646,1369
"ENSG00000228217",0,0,0,45,100,83,1.75240789929942e-06,"PNRC2P1",1647,1240
"ENSG00000238246",6,4,2,100,282,255,1.76467560477769e-06,"AC069549.1",1648,198
"ENSG00000177191",554,644,4188,283,158,225,1.77803904611054e-06,"B3GNT8",1649,-181
"ENSG00000162645",5608,4567,34783,2563,1798,1064,1.77828173961767e-06,"GBP2",1650,-548
"ENSG00000270531",0,0,0,70,178,43,1.78097431073814e-06,"AC022001.1",1651,116
"ENSG00000279792",2,0,0,112,113,211,1.78579932410339e-06,"AC015909.5",1652,-152
"ENSG00000276259",15,33,21,0,0,0,1.78690318069779e-06,"AC009118.3",1653,NA
"ENSG00000205559",4,3,0,217,125,192,1.79181615042696e-06,"CHKB-DT",1654,4224
"ENSG00000200953",0,0,0,51,133,61,1.82029006489393e-06,"Y_RNA",1655,2230
"ENSG00000118804",104,91,435,38,11,32,1.82284395830153e-06,"STBD1",1656,30678
"ENSG00000078403",371,218,444,3893,3827,6164,1.8278373084895e-06,"MLLT10",1657,-727
"ENSG00000119640",24,22,27,396,292,602,1.82949976514949e-06,"ACYP1",1658,743
"ENSG00000236383",60,27,22,879,1233,1285,1.85957109590917e-06,"CCDC200",1659,1447
"ENSG00000283118",6,0,0,237,603,340,1.85957109590917e-06,"AC009951.5",1660,-1150
"ENSG00000092439",500,379,534,5353,4686,6014,1.91088963096089e-06,"TRPM7",1661,-875
"ENSG00000162623",71,114,137,1061,1206,1313,1.91204441624227e-06,"TYW3",1662,-968
"ENSG00000276662",0,0,0,92,45,78,1.91204441624227e-06,"AL713922.2",1663,1252
"ENSG00000182230",70,13,47,3,1,2,1.94328716413029e-06,"FAM153B",1664,24499
"ENSG00000228292",0,0,0,65,54,84,1.94527063195471e-06,"AL512604.1",1665,135
"ENSG00000235880",0,1,0,81,115,112,1.94527063195471e-06,"AL158832.1",1666,213
"ENSG00000230684",3,0,0,126,119,174,1.94796599880599e-06,"AL158207.2",1667,10595
"ENSG00000062282",1523,4465,43435,600,320,17,1.95842045658271e-06,"DGAT2",1668,-721
"ENSG00000112655",63,17,26,2272,625,2022,1.96320264021909e-06,"PTK7",1669,-568
"ENSG00000121716",3558,1512,3122,491,594,870,1.97508135625632e-06,"PILRB",1670,30698
"ENSG00000228599",2,0,0,132,96,166,1.98094482330646e-06,"RPL7P52",1671,-18
"ENSG00000198743",165,263,189,3434,4269,2636,1.9809794869325e-06,"SLC5A3",1672,-813
"ENSG00000198711",13,16,11,510,179,565,1.98359143345609e-06,"SSBP3-AS1",1673,-180
"ENSG00000137767",1332,3040,32953,418,837,528,1.99195159983413e-06,"SQOR",1674,1780
"ENSG00000159251",9,76,98,1,4,1,2.00318745967382e-06,"ACTC1",1675,-317
"ENSG00000249019",3,0,0,126,157,115,2.00465942167199e-06,"AC108471.1",1676,77
"ENSG00000179526",3614,1991,3648,1342,700,722,2.00677024340506e-06,"SHARPIN",1677,-826
"ENSG00000241837",547,1547,3439,270,338,421,2.00677024340506e-06,"ATP5PO",1678,34677
"ENSG00000225720",11,87,118,6,4,4,2.01176016680766e-06,"AL031846.1",1679,-1437
"ENSG00000086967",405,208,40,11,8,0,2.01673754386059e-06,"MYBPC2",1680,-1038
"ENSG00000120709",5166,4319,18944,2532,1510,2523,2.01673754386059e-06,"FAM53C",1681,-451
"ENSG00000214300",10,22,32,264,324,412,2.01673754386059e-06,"SPDYE3",1682,-1353
"ENSG00000239388",14,15,25,200,249,325,2.01673754386059e-06,"ASB14",1683,843
"ENSG00000263219",3,0,1,104,137,90,2.01673754386059e-06,"RYKP1",1684,59
"ENSG00000279957",0,0,3,82,126,175,2.01673754386059e-06,"AC110769.3",1685,-30
"ENSG00000235096",0,0,0,54,62,94,2.02516395738684e-06,"AC118555.1",1686,1251
"ENSG00000065923",240,107,120,3949,2903,4367,2.04555863722618e-06,"SLC9A7",1687,-1101
"ENSG00000196597",20,21,71,492,384,617,2.05908574358437e-06,"ZNF782",1688,352
"ENSG00000278540",274,181,204,4078,2713,4345,2.06088714411429e-06,"ACACA",1689,-829
"ENSG00000105698",5444,3089,9571,2572,2290,2090,2.06662627714184e-06,"USF2",1690,-844
"ENSG00000239920",0,0,0,51,72,79,2.07440747039659e-06,"AC104389.5",1691,2117
"ENSG00000093134",1553,1195,3931,100,262,10,2.07774534447387e-06,"VNN3",1692,-692
"ENSG00000180353",18282,21110,184032,6183,9230,4738,2.07774534447387e-06,"HCLS1",1693,-593
"ENSG00000204388",21713,2432,1098,172,145,542,2.08243449570404e-06,"HSPA1B",1694,-59
"ENSG00000273036",106,11,16,0,0,0,2.08563173270262e-06,"AL390726.4",1695,NA
"ENSG00000279386",3,7,12,184,126,125,2.09323604574887e-06,"AC021106.2",1696,288
"ENSG00000141574",4978,5523,30338,114,815,14,2.12243206182099e-06,"SECTM1",1697,-510
"ENSG00000270614",0,0,0,65,51,91,2.12747998922215e-06,"AC011451.2",1698,136
"ENSG00000115593",32,25,36,0,1,1,2.13193112699653e-06,"SMYD1",1699,-1051
"ENSG00000180739",3223,2081,197,144,27,9,2.13193112699653e-06,"S1PR5",1700,-518
"ENSG00000142634",9168,15062,50756,4644,6035,2182,2.14528936337758e-06,"EFHD2",1701,-447
"ENSG00000233845",1,0,0,68,175,112,2.15322778121128e-06,"AC093732.1",1702,187
"ENSG00000268056",0,0,0,52,131,56,2.15322778121128e-06,"AC020913.1",1703,17124
"ENSG00000235816",0,0,0,58,81,57,2.16196111940554e-06,"PRELID1P3",1704,2123
"ENSG00000251552",0,0,0,63,70,57,2.16334936828577e-06,"COQ10BP2",1705,159
"ENSG00000274964",10,8,10,178,141,208,2.16875852454325e-06,"AC026356.1",1706,-299
"ENSG00000126903",856,1085,1865,624,290,422,2.19133695766428e-06,"SLC10A3",1707,-511
"ENSG00000280128",82,69,216,1092,1468,2093,2.20266732010551e-06,"AL662795.2",1708,-511
"ENSG00000282936",2,2,3,113,66,106,2.21760359825213e-06,"AC004706.3",1709,538
"ENSG00000237903",0,0,0,83,71,46,2.2299482800424e-06,"AC004000.1",1710,160
"ENSG00000257979",1,0,0,80,124,99,2.23541192509036e-06,"SNRPGP18",1711,226
"ENSG00000102189",135,165,333,1998,3490,1794,2.27099914753956e-06,"EEA1",1712,-660
"ENSG00000279608",4,0,7,122,136,265,2.27108577960709e-06,"AL353795.3",1713,-237
"ENSG00000166595",512,687,1165,416,316,360,2.29158747514638e-06,"CIAO2B",1714,-967
"ENSG00000226367",0,0,0,75,42,117,2.30215793138505e-06,"ST7-AS2",1715,2277
"ENSG00000034713",2127,2720,14634,755,1219,928,2.30279971327758e-06,"GABARAPL2",1716,-436
"ENSG00000244730",1,0,0,85,108,98,2.30840354658253e-06,"AC139451.1",1717,243
"ENSG00000135838",1893,1939,8640,277,748,103,2.31306748627497e-06,"NPL",1718,-580
"ENSG00000270421",0,0,0,47,111,64,2.31771288063727e-06,"AC022022.2",1719,144
"ENSG00000185739",82,46,73,1,11,2,2.33503992091809e-06,"SRL",1720,-1394
"ENSG00000257376",2,0,0,133,91,169,2.33503992091809e-06,"AC079601.2",1721,211
"ENSG00000127948",3263,4540,33502,1290,1637,486,2.33730218893618e-06,"POR",1722,-608
"ENSG00000225447",1,5,2,84,178,187,2.3416140062776e-06,"RPS15AP10",1723,1568
"ENSG00000164989",13,2,7,1103,119,540,2.37075802162244e-06,"CCDC171",1724,-511
"ENSG00000204767",18,0,10,628,749,696,2.37075802162244e-06,"INSYN2B",1725,-1463
"ENSG00000179715",1449,1043,769,165,197,30,2.38304711434752e-06,"PCED1B",1726,-524
"ENSG00000100225",32250,26213,13230,4630,4048,5644,2.39073935471093e-06,"FBXO7",1727,-614
"ENSG00000223984",0,4,0,240,110,368,2.40836484159031e-06,"HNRNPRP1",1728,-581
"ENSG00000282915",0,0,0,69,71,50,2.42498939124064e-06,"AC091769.1",1729,2346
"ENSG00000243064",149,489,115,41,12,19,2.42571084193034e-06,"ABCC13",1730,-665
"ENSG00000238311",0,0,0,56,59,79,2.44007684277641e-06,"SNORD13E",1731,2463
"ENSG00000132965",7321,11079,125072,445,2990,246,2.44342750061642e-06,"ALOX5AP",1732,-508
"ENSG00000128881",196,153,396,2110,1942,2430,2.46402694304858e-06,"TTBK2",1733,-1044
"ENSG00000101421",3918,2689,10861,1400,2117,1168,2.47049313703635e-06,"CHMP4B",1734,-594
"ENSG00000230482",1,0,0,165,124,58,2.47675808284606e-06,"ATP5MC2P3",1735,676
"ENSG00000104979",579,981,1361,343,330,428,2.48866859064801e-06,"C19orf53",1736,-502
"ENSG00000233668",3,0,0,145,124,110,2.49684495525233e-06,"AL353662.1",1737,1307
"ENSG00000239839",20179,824,3,26,5,64,2.49684495525233e-06,"DEFA3",1738,-740
"ENSG00000007516",609,353,151,62,52,47,2.50735735591862e-06,"BAIAP3",1739,-723
"ENSG00000135636",7990,14807,144420,1694,4265,3471,2.50735735591862e-06,"DYSF",1740,-615
"ENSG00000232712",0,0,0,87,46,67,2.50735735591862e-06,"KIZ-AS1",1741,8424
"ENSG00000204010",974,284,551,34,3,64,2.51409095013923e-06,"IFIT1B",1742,-589
"ENSG00000160948",2698,2831,8692,2071,1195,1224,2.53586485132593e-06,"VPS28",1743,-617
"ENSG00000158552",1776,1427,3056,606,495,955,2.53771378873235e-06,"ZFAND2B",1744,-748
"ENSG00000172005",954,193,300,68,10,10,2.54512186980559e-06,"MAL",1745,-685
"ENSG00000214787",26,28,82,707,4563,665,2.56705538179033e-06,"MS4A4E",1746,1482
"ENSG00000271207",0,0,0,32,114,122,2.5672917905031e-06,"MTCO1P22",1747,8624
"ENSG00000163431",62,43,60,8,0,2,2.57349470348924e-06,"LMOD1",1748,-1105
"ENSG00000189013",199,109,196,42,6,16,2.58623142888852e-06,"KIR2DL4",1749,-695
"ENSG00000198821",9034,6215,1602,710,101,61,2.58893146035079e-06,"CD247",1750,-559
"ENSG00000233056",8,0,4,380,155,245,2.58893146035079e-06,"ERVH48-1",1751,-921
